# doc 61 sec 5b -- batch 2: events 11-393 of the d59k scan set (393-event
# FC-cut set), scanned 2026-07-26 by 10 Claude sub-agents from the same
# evidence images the owner sees on :5011.  UNVALIDATED.
# verdict is STM|nu ONLY (a non-stopping-muon stays a neutrino candidate);
# quality = clean|weak|cosmic-like|junk|unclear qualifies it (doc 61 sec 1).
# t_us/len_cm/auto_label/flash_gid are joined from nusel-evt<ID>.tsv, not typed.
event	main_id	flash_gid	t_us	len_cm	auto_label	verdict	quality	conf	reason
283485	15	5	1.226	200.4	STM	STM	clean	high	200 cm track entering the upstream wall z=1.3 at (-182,-181) and stopping at (-64,-49,94) well inside; clean Bragg along the muon curve to 140-170 ke/cm at rr<3 (ks1=0.041); only a small delta-ray spur mid-track
283529	12	0	1.079	120.5	STM	STM	clean	high	65 cm track entering the anode plane x=-201.4 at (-44,270) and stopping at (-170,-16,223) with a short hook (Michel candidate); Bragg to 180-230 ke/cm at rr<1 following the muon curve (ks1=0.060)
283581	1	7	1.114	0.7	nu-candidate	nu	junk	high	a single 6-point 0.7 cm blob at (-150,-90,380) and nothing else; no steiner PC, no fit
283713	17	0	1.607	496.4	nu-candidate	nu	unclear	low	480 cm nearly beam-parallel track crossing the downstream wall z=501 at (-117,94); the upstream end at z=25-40 is a messy multi-prong (a ~40 cm vertical piece plus a 22 cm transverse arm at 2.2 MIP) tipped by 200-265 ke/cm points ABOVE the muon curve, and dQ/dx dips to 10-30 ke/cm at rr=20-40 -- a reconstruction pathology, owner should look
283771	21	1000005	1.390	186.5	nu-candidate	nu	cosmic-like	med	186 cm track crossing the downstream wall z=500 at (104,123); dQ/dx flat 45-60 ke/cm to rr=0 (a single 138 ke/cm point) so nothing stopped, and the upper end at (99,171,378) carries only a 10 cm transverse spur; a second near-parallel red streak in Y-Z suggests two overlapping tracks in the bundle
283817	14	7	1.019	165.2	STM	STM	clean	high	118 cm smoothly curving track entering the upstream wall z=0.8 at (-68,64) and stopping at (-93,-8,86) well inside; textbook Bragg along the muon curve to 170 ke/cm at rr=0 (ks1=0.016), single prong
283839	16	9	1.854	49.1	STM	STM	weak	med	only an 18 cm stub at (-155,-120,6)-(-147,-135,1) but every point is above the MIP line and rises smoothly to 160-190 ke/cm at rr=0 along the muon curve (ks1=0.010) = a stopping tail; it touches the upstream wall z=1.0 at a shallow angle (dz=5 cm over 18 cm) so the entry is grazing-ish, and a parallel grey track runs 3 cm away -- worth a human re-check
283905	4	5	0.567	109.7	STM	STM	clean	high	113 cm nearly horizontal track (y=107-112) entering the anode plane x=-201.4 at (108,160) and stopping at (-133,112,246) with an end hook; clean Bragg to 155-290 ke/cm at rr<1 along the muon curve (ks1=0.027)
283969	22	6	1.178	383.0	STM	STM	clean	high	383 cm track entering at the upstream-wall/top corner (-53,196,1.3) and stopping at (-176,58,337) well inside; Bragg to 210 ke/cm at rr<2 following the muon curve (ks1=0.024); dQ/dx collapse to 15-30 ke/cm in the last 15 cm at the entry end is just the wall-edge charge
284103	8	1000000	0.747	161.8	nu-candidate	STM	clean	med	165 cm track entering the anode x=201.4 at (-105,338) and stopping at (161,33,268) with 100-165 ke/cm at rr<3 on the muon curve; a thin 12 cm arm hangs off the stopping end (the tagger's "extra tracks") and reads as a Michel rather than a proton stub -- the Michel/proton call is the one soft spot; ctx: the black path itself reaches the anode and no grey continues past the stop
284145	11	1000000	1.626	270.8	nu-candidate	STM	clean	med	240 cm track entering the anode x=201 at (27,278) and stopping at (55,-22,440) inside, with a textbook Bragg to 170-185 ke/cm (ks1=0.017); the tagger's "extra tracks" reject comes from two pieces merged in AT the anode plane (a 55 cm arm and a 20 cm stub), both far from the stopping end; ctx: the fitted path (not just the fragments) reaches x=200, and no grey continues past (55,-22,440)
284200	6	1000001	1.165	103.0	nu-candidate	nu	unclear	low	fragmented corner object: a charge fan at z=475-485 spanning y=-110..-135, a separate piece at the anode x=200, and a third at (172,-118,493-500) near the downstream wall; the fit's dQ/dx goes NEGATIVE to -215 ke/cm over rr=32-50, a clear pathology -- owner should look, certainly not a stopping muon
284211	14	0	0.841	159.8	nu-candidate	nu	weak	low	genuinely ambiguous: 160 cm strongly C-curved track from the anode plane x=-201.4 (174,457) to a contained end at (-174,29,469), with a ~45 deg kink at (-176,45,452) after which the last 22 cm sits at 2.6 MIP (120-150 ke/cm, about 2x the muon expectation at rr=5-25); reads as a proton-like stub plus a MIP prong to the anode rather than a muon Bragg, but a single low-momentum stopping muon is not excluded
284255	7	1000007	1.721	1.0	nu-candidate	nu	junk	high	11-point 1.0 cm blob at (79,-49,334) plus 3 tiny fragments elsewhere; no steiner PC, no fit, nothing to judge
284367	4	5	1.211	43.1	STM	STM	clean	high	43 cm track entering the upstream wall z=0.8 at (-78,48) and travelling +z to stop at (-77,73,36) inside; clean Bragg to 165-200 ke/cm at rr<1 on the muon curve (ks1=0.029), single prong
284637	23	1	1.636	39.1	nu-candidate	nu	cosmic-like	low	39 cm track touching the anode plane at (-200.3,-94.5,441) with a 3 cm hook; the charge rise to 130-170 ke/cm sits at rr=0 which the fit places at that hook apex only 8 cm inside the anode (kink@12, exit_L=7.7 cm, 31 cm of leftover at 1.31 MIP beyond), i.e. at an interior kink, while the contained end (-171,-105,423) stays at 56 ke/cm -- kink artifact, nothing stops; agree with the reject
284657	5	13	1.995	96.9	nu-candidate	nu	clean	med	3-way junction at (-42,85,428): a 70 cm prong crossing the downstream wall z=498 along +z, a 22 cm arm to (-62,78,442) and a 15 cm piece to (-53,76,415); dQ/dx only half-rises (100-135 ke/cm at rr=5-10) and its last points collapse to 0/negative, so there is no muon Bragg at the contained end
284769	16	1000001	0.609	351.8	nu-candidate	nu	cosmic-like	med	352 cm track crossing the downstream wall z=500 at (140,-56); dQ/dx flat 40-60 ke/cm right to rr=0 (every eval window fails, ks1=0.103) so nothing stopped, and the other end at (123,-5,152) just stops mid-detector with a 4 cm transverse spur = truncated; a dense charge fan hangs off the wall end at z=450-490
284791	4	2	1.155	102.7	nu-candidate	nu	cosmic-like	med	35 cm near-vertical track hanging from the top wall y=199.8 down to (-122,178,207), with a wide diffuse charge halo; the 158 ke/cm rise is at the TOP-WALL end (the fit's rr=0 is 4 cm inside the wall with 32 cm of leftover at 1.2 MIP below it) while the lower end sits at MIP, so nothing stopped -- truncated cosmic, not STM
284794	12	5	1.102	266.0	nu-candidate	nu	cosmic-like	med	273 cm track crossing the downstream wall z=500 at (-66,122) and descending to (-48,-24,280), where GREY charge visibly continues; dQ/dx flat 40-60 ke/cm to rr=0 (all eval windows fail) so the contained-looking end is an un-merge cut, not a stop
285080	19	4	0.262	321.6	STM	STM	clean	high	321 cm cathode-crossing track entering the anode plane x=-201.3 at (128,352) and stopping at (22,-103,347) inside TPC1; textbook Bragg to 165-175 ke/cm at rr<1 hugging the muon curve (ks1=0.038, 519 pts); caveat: dz is only 13 cm over 321 cm (near-constant-z geometry), but the fit quality is not what that pathology looks like
285185	21	1000003	1.546	141.9	STM	STM	clean	high	142 cm track entering the anode plane x=201 at (-2,21) and stopping at (133,40,133) with a small end hook; clean Bragg to 150-170 ke/cm at rr<3 along the muon curve (ks1=0.025)
285201	2	4	1.444	10.0	STM	STM	weak	med	only a 10 cm stub crossing the anode plane at (-201.2,18,324) to (-196,18,332), but every point is above MIP and tracks the muon curve up to 169 ke/cm at rr=0.5 (ks1=0.021) -- a muon-shaped, not proton-shaped, stopping tail; ctx shows it completely isolated (no grey continuation anywhere), so it is not a visible fragment of a longer track; too short for any other evidence
285333	12	1000004	0.551	0.9	nu-candidate	nu	junk	high	9 drawn points in a 0.9 cm blob at (173.5,13,78.5) inside a larger grey cloud; no steiner PC, no fit, nothing to judge
285366	1	13	0.823	1.1	nu-candidate	nu	junk	high	only a 1.1 cm 13-point blob drawn at (-89,-25,27), fully contained and >20 cm from every face; no track, no dQ/dx panel (tagger skipped it as contained), nothing that could be a stopping muon
285366	13	1000001	1.102	95.1	STM	nu	cosmic-like	med	disagree with the STM tag: the dQ/dx does NOT rise in shape toward rr=0 - it is flat at 80-100 ke/cm (1.5-1.8x MIP) from rr=65 all the way in, and the last two real points (75-78 ke/cm at rr=1-2) are LOWER than the body, with only a single 520 ke/cm (9 MIP) outlier at rr=0.5 and a fitted peak below expectation (r1=0.73); so although the track crosses the anode at x=201.4 and its far end at (146,-77,486) is contained with a small clump, nothing is shown to stop there - truncated/broken end
285443	7	3	1.105	178.9	STM	nu	unclear	med	disagree with the STM tag: dQ/dx is pathological (negative values over rr=15-40, 130-315 ke/cm spikes at rr=45-57) and the last 10 cm sit at 40-50 ke/cm, i.e. below MIP with no Bragg; track reaches the downstream wall z=500.8 but the cluster also holds a disconnected red blob at y=60-90,z=415-430
285467	18	1000009	1.550	100.7	nu-candidate	nu	cosmic-like	high	flat 45-60 ke/cm right down to rr=0 (below MIP for rr<10), no Bragg; enters the upstream wall z=-0.1 near the cathode and the other end just stops mid-detector at (82,-88,50) - truncated, featureless straight 100 cm track
285564	9	1000005	0.671	64.5	nu-candidate	nu	clean	high	fully contained (x 64-79, y -9..19, z 397-427, every face >70 cm away except x, 122 cm from the anode) so it cannot be a stopping muon; dense round blob at the (65,16,400) end plus a curving 64 cm prong = vertex-like
285564	16	14	1.271	26.9	nu-candidate	nu	junk	med	drawn main is a 0.9 cm 13-point blob at (-38.5,-71.6,229); skeleton len 26.9 cm describes charge that is not drawn, no STM fit was persisted, nothing to judge as a track
285663	7	1000002	1.205	41.1	nu-candidate	nu	junk	med	drawn main is a 5 cm 57-point arc hugging the anode plane at x=196-201, y=-24.5, z=35-37 while the skeleton claims 41 cm over 3 fragments; only 9 fit points spanning 10 cm, scattered 35-130 ke/cm - a fragment at the anode, not one physical track
285795	11	1000010	0.852	66.1	STM	nu	unclear	med	disagree with the STM tag: at the claimed stopping end dQ/dx COLLAPSES to 5-25 ke/cm over the last 4 cm instead of rising, with a 100-165 ke/cm spike 25 cm back; the z=-0.5 end does cross the upstream wall but the far end at (137,-100,50) shows no Bragg, so nothing is demonstrated to stop
285929	13	2	0.855	282.8	nu-candidate	STM	unclear	low	283 cm cathode crosser entering the anode at x=-201.4 and ending at (11,51,225) with a steep rise to 200-300 ke/cm confined to the last 3 cm (above the muon curve, r1=1.2-1.6, so read as a Bragg overshoot rather than a 5-12 cm proton stub); but the fit has negative dQ/dx over rr=15-25 and the last 10 cm are the joined TPC1 piece past the cathode, so the Bragg may be a cathode-join artifact - tagger called it nu on the dQ/dx eval
285999	22	8	0.705	38.5	STM	STM	clean	high	31 cm arc starting on the anode plane x=-201.4 and travelling 22 cm in x to stop at (-179,79.5,312.5), far from every other face; dQ/dx follows the green muon curve to 165-200 ke/cm at rr<0.5 (ks1=0.019) - short but textbook
286065	3	6	1.260	237.8	STM	STM	clean	high	238 cm track entering the top wall at y=199.9 and stopping at (-128,-8,461) with a textbook Bragg to 160-185 ke/cm at rr=0 (flat 50 ke/cm beyond rr=30); no vertex structure anywhere along it
286177	10	1000003	1.419	19.7	nu-candidate	nu	weak	med	20 cm two-arm object whose apex sits ON the top wall: the track rises to y=199.5 then runs ALONG y=197-199 from z=228 to z=238.5, i.e. grazing the wall rather than crossing it (evt50787 rule); rise to 190 ke/cm at one arm end and 1.8 MIP on the 12 cm leftover arm, far too short to establish an entry+stop
286180	6	1000005	1.745	76.7	nu-candidate	nu	clean	high	vertex topology: the last 12 cm at the (164,-110,270) end sit at 130-210 ke/cm (2.5-3.7 MIP, well ABOVE the muon curve = proton-like, the evt51051 signature), a 5 cm side branch leaves at (172,-104,278), and the long MIP prong exits the anode at x=201.2
286213	8	9	0.834	1.1	nu-candidate	nu	junk	high	only a 1.1 cm 13-point blob at (-49.6,-29.5,167) is drawn; no steiner point cloud so no fit, and nothing resembling a track to judge
286329	14	1000006	1.288	113.0	STM	STM	clean	med	enters the top wall at y=200.1 (x=90,z=371) and descends ~45 cm to (107,164,393) where a short hook = Michel candidate; dQ/dx climbs to 100-105 ke/cm at rr=4-9 and then falls over the last 5 cm because the hook offsets the true stopping point (fit res_L=5.7 cm) - Bragg present but not reaching 165 ke/cm
286353	9	4	1.991	254.4	nu-candidate	nu	cosmic-like	high	crosses the bottom wall at y=-198.5 and runs 254 cm straight to a contained end at (-61,47,414) where dQ/dx only reaches 70-80 ke/cm (1.4 MIP) and is already flat 50 by rr=5 - no Bragg, so the far end is truncated not stopped; small merge blobs sit on the track at (-87,-25,388)
286527	16	1000005	0.583	119.0	nu-candidate	nu	unclear	med	only a 26 cm piece (250 of 415 main points) is drawn, crossing the anode at x=201.4; grey un-merged charge continues past the claimed stopping end at (192,140,300), so the 170 ke/cm spike there is where the un-merge cut, not a stop; skeleton len 119 cm describes charge that is not drawn
286631	7	1000000	1.768	243.0	STM	STM	clean	high	single 243 cm track entering the anode plane at x=201.2 (y=49,z=35) and stopping at (111,113,211), 90 cm inside every face; textbook Bragg riding the green curve to 200 ke/cm at rr<0.5, flat 55 beyond rr=30, no branches
286655	19	10	1.396	138.0	nu-candidate	nu	unclear	med	138 cm multi-kink object: prongs/kinks at (-45,49,32) and (-47,40,55), a blob at (-33,33,85) and a red band lying along the upstream wall z=1-7; dQ/dx is flat 35-72 ke/cm at rr<15 (no Bragg) and the fit oscillates to negative values twice, so nothing stops and the fit is unusable
286681	3	0	0.884	164.9	nu-candidate	nu	unclear	med	12.8k points forming a dense blob mass (x -145..-128, y -40..40, z 400-500) with only a thin arm reaching the downstream wall at z=501; no single resolvable track, dQ/dx scattered 50-230 ke/cm with r1=0.72 and res_L=31 cm - reads as an unresolved shower/merge region, certainly not a clean stopping muon
286681	10	1000003	1.066	34.5	nu-candidate	nu	unclear	med	34 cm object at essentially constant x (Delta x=1.9 cm over 34 cm = isochronous, badly measured) touching the top wall at y=199.9; dQ/dx spikes to 315-415 ke/cm (6-7 MIP, left dQ/dx=6.26 MIP) in the last 3 cm, far above the muon Bragg curve, so this is not a muon stop
286906	9	2	1.539	141.6	nu-candidate	STM	weak	med	141 cm single track entering the anode plane at x=-201.2 (y=152,z=383) and ending at (-103,192,295) with a steep rise to 240-280 ke/cm in the last 1-2 cm; the overshoot above the 165 ke/cm muon curve (and a 2.6 cm 3.4 MIP leftover) is why the tagger failed the eval, but geometry + rise still read as a stopping muon
287007	12	1000001	1.599	127.5	STM	STM	weak	med	crosses the anode at x=201.2 (y=133.5) and ends contained at (124,90,392) with a textbook Bragg riding the green curve to 160-185 ke/cm (ks1=0.017); flagged weak because the whole 127 cm track lies at constant z (dz=4.6 cm) - the prolonged-W geometry where 3-D and charge are least reliable - and only 823 of 2469 main points are drawn
287181	14	1000006	1.736	61.0	STM	STM	clean	high	61 cm smooth arc entering the upstream wall at z=-0.5 (x=164,y=51.5) and stopping at (131.5,64,48.5), 70 cm inside the anode; textbook Bragg on the green curve to 165-212 ke/cm at rr<0.5, flat 55 beyond
287599	6	10	1.335	34.5	nu-candidate	nu	weak	med	34 cm track crossing the downstream wall at z=500.9, but the dQ/dx at the other (contained) end is non-monotone - 79, 98, then a 220 ke/cm (4 MIP) spike 1.5-2 cm before the end, then 79 again - a localised blob above the muon curve, not a muon Bragg (the tagger itself says proton end); too short and featureless to call a stopping muon
287654	12	8	1.374	95.6	nu-candidate	nu	unclear	med	two ~50 cm prongs meeting at (-6,56,460) right at the cathode, one running up in y at constant x (isochronous) and one crossing into TPC1 to (43,16,496), both ends stopping at z=496-497 near the downstream wall; dQ/dx at rr=0 is only 25-57 ke/cm (no Bragg) and the fit swings to -110 ke/cm mid-track, so this is a cathode-join/reco pathology, not a stopping muon
287783	7	4	0.821	10.2	nu-candidate	nu	junk	high	drawn main is a 7-point dot at (-50.5,131.6,447.5) while the skeleton claims 10 cm over 3 fragments; no steiner point cloud, no fit; the nearby grey charge is separate - nothing to judge
287896	16	4	0.624	65.2	nu-candidate	nu	junk	high	drawn main is a 15-point dot at (-116,23.2,44.8) while the skeleton claims 65 cm over 4 fragments; no steiner point cloud, no fit - nothing to judge as a track
288067	7	9	0.735	42.0	nu-candidate	nu	weak	med	42 cm object entering the top wall at y=199.8 (x=-102,z=153) but its last 5 cm run at 150-285 ke/cm (3-5 MIP, far above the muon Bragg curve; the fit's own leftover is 3.33 MIP) and end in a hook at (-75,181,132), while the track body sits at 40-50 ke/cm below MIP - the end is proton-like/pathological, not a muon stop
288287	10	0	0.641	259.6	nu-candidate	nu	clean	med	three prongs meet at (-158,5,82): a 230 cm arm reaching the anode at x=-201.4, a ~50 cm arm to (-110,17,82) and a ~40 cm arm to (-150,41,120); dQ/dx over the last 50 cm before that vertex sits at 100-230 ke/cm (2-4 MIP, one 385 ke/cm point) instead of following the muon curve, so the vertex end is hadronic, not a muon stop
288358	3	4	1.469	124.8	nu-candidate	nu	cosmic-like	high	through-going: the 125 cm track crosses the top wall at y=199.9 (x=-31,z=410) AND the downstream wall at z=500.2 (x=-67,y=121), so neither end stops; dQ/dx flat 45-60 ke/cm to rr=0 in both fit passes (only a 310 ke/cm spike at rr=11 mid-track), and both passes were rejected as long leftover
288358	7	1000007	1.341	355.3	STM	STM	clean	high	355 cm track entering the upstream wall at z=-0.5 (x=93.5,y=-102) and stopping at (147,-36,270), 54 cm inside the anode; textbook Bragg riding the green curve to 195 ke/cm at rr<0.5 (ks1=0.017), only two small merge stubs on the body
288397	13	1000005	1.217	80.2	STM	STM	weak	med	small hooked object entering the top wall at y=199.6 (x=35.5,z=369) and travelling 8 cm in y away from it (a crossing, not grazing); dQ/dx peaks at 133 ke/cm 8 cm before the end and the final 8 cm run at 1.05 MIP = muon stop plus a Michel-like tail (fit res_L=7.8 cm); only 33 fit points and the skeleton's 80 cm length does not match the 15 cm drawn extent
288639	8	0	1.174	79.9	nu-candidate	nu	clean	med	kink at (-163,122,135) with a charge peak of 205 ke/cm there, but 61 cm of 1.19 MIP track continues past that point to (-131,76,157) while the other arm reaches the anode at x=-201.1, and a ~10 cm stub also leaves the same point - so the Bragg-like end is a vertex, not a stop (tagger rejected it as long leftover)
288859	9	1000000	1.823	328.1	nu-candidate	STM	weak	med	328 cm track crossing the downstream wall at z=500.3 (x=188,y=144) and ending at (168,35,200) where dQ/dx lands on the green muon curve (170 ke/cm at rr=0.5, 127 at 1.5); weak because the last 30 cm scatter 90-170 ke/cm above the curve, the fit leaves res_L=27 cm and calls it a proton end, and a ~10 cm branch sits ~30 cm from that end
288864	2	4	1.759	29.3	STM	STM	weak	med	only 12 cm long but it enters the top wall at y=199.9 (x=-185,z=164.5) and travels 6 cm in y away from it, and its 18 fit points trace the muon curve monotonically from 176 ke/cm at rr=0.5 down to 43-63 ke/cm (MIP) at rr=10 (ks1=0.041, r1=0.95) - muon-like body, not a proton; too short/featureless to be clean
288952	2	2	2.177	311.6	nu-candidate	nu	cosmic-like	high	perfectly straight 311 cm track entering the top wall at y=199.7 (x=-100,z=203) and cut at the cathode (far end x=-0.9), so its TPC1 continuation is simply not merged; dQ/dx flat 45-60 ke/cm right down to rr=0 apart from one last-point spike, no Bragg - nothing stopped
289251	12	5	2.136	281.0	nu-candidate	nu	cosmic-like	high	281 cm straight track from the anode plane x=-201.3 (y=0,z=365) to the bottom/cathode corner at (-6,-196,311) - both ends on boundaries, so through-going; dQ/dx flat 45-60 ke/cm to rr=0 with no Bragg (fit res_L=36 cm), and a ~12 cm side spur sits at (-105,-103,337)
289295	15	8	1.338	75.2	nu-candidate	nu	cosmic-like	med	enters the top wall at y=199.8 (x=-28,z=372) travelling 28 cm in y, but the other end at (-45,172,378) has dQ/dx of 44-61 ke/cm (at or below the MIP line) for the whole last 12 cm with no Bragg - truncated, not stopped; the single 80 ke/cm first point is what gives the fit r1=1.99, and the skeleton's 75 cm length does not match the 33 cm drawn extent
289343	9	4	1.363	53.7	STM	STM	unclear	med	geometry is a stopping muon - enters the top wall at y=199.8 (x=-29.5,z=265), travels 20 cm in y and ends at (-5.5,179.5,305) with no charge continuing across the cathode (checked in ctx) - and the dQ/dx shape is the best in the slice (ks1=0.008); but the WHOLE 43 cm track sits ~1.8x above the muon curve (95-140 ke/cm body, 320 ke/cm at rr=0.5), which reads as a near-cathode charge over-correction (or, less likely, a proton) - the owner should look at the normalisation
289559	14	1000003	1.825	187.5	nu-candidate	nu	unclear	low	the claimed stopping end sits 5 cm from the cathode at (-5,15,355) with a 293 ke/cm (5 MIP) spike plus a 12 cm 2.33 MIP hook beyond it, and a detached ~20 cm piece of the same main lies just across the cathode at (3..9,-2..-14,365-385) - that junction is not a clean muon stop; the other end only reaches z=497.3, i.e. 2.9 cm short of the downstream wall, so even the entry is marginal
289647	9	1000002	1.547	118.5	STM	STM	clean	high	118 cm track entering the top wall at y=199.8 (x=195.5,z=253), curving down to a contained stop at (175,158,362) 26 cm inside the anode, with a hook there = Michel candidate; dQ/dx rides the green curve (148 ke/cm at rr=0.8, 125 at 1.5, flat 55 beyond rr=30, ks1=0.026) with a 245 ke/cm last-point overshoot
289805	12	1000010	2.054	79.5	nu-candidate	nu	junk	high	drawn main is a 14-point dot at (31,-66,301) while the skeleton claims 79 cm; no steiner point cloud, no fit, and only a few stray grey specks nearby - nothing to judge as a track
289832	10	1000003	0.629	214.2	STM	nu	cosmic-like	med	flat 40-58 ke/cm over the whole last 28 cm to rr=0 with a charge dip to 20 ke/cm exactly at the cathode x=0, so no Bragg; 214 cm featureless straight cathode crosser entering the downstream wall z=500 and ending mid-detector at x=-13; the STM tag is not supported by the panel
290201	9	5	0.600	114.8	nu-candidate	STM	clean	high	enters the top wall y=199.8 travelling across it (dy=98 over 115 cm), single track, textbook Bragg rising along the muon curve to 175-193 ke/cm at rr=0 with a dense blob at the stopping end (-140,104,440) = Michel candidate; tagger called nu-candidate (rej: dQ/dx eval), I disagree
290294	12	1000008	1.752	28.2	STM	nu	weak	med	last 2 cm spike to 250-298 ke/cm, well ABOVE the 168 ke/cm muon expectation = proton-like, not a muon Bragg, and a short branch sits at that same end; only 38 fit points over 28 cm; disagree with the STM tag
290316	10	4	0.919	239.1	STM	STM	clean	high	enters the anode plane x=-201 (dx=153 across), single 239 cm track, Bragg rises off the 56 ke/cm MIP line to 135-146 ke/cm at rr=13 then drops back over the last 12 cm, which in the image is a ~10 cm low-dQ/dx hook at the stopping end = Michel; res_L=12.5 cm is that offset, not a failure
290729	12	4	1.552	114.6	nu-candidate	STM	unclear	med	crosses the bottom wall y=-198.8 steeply (dy=98 over 115 cm), Bragg to 199 ke/cm at rr=0 following the muon curve (105-130 ke/cm at rr=5, far below the ~300 ke/cm a proton would give) so the interior end at (-129,-105,105) really stopped; the tagger's kink@11 / 124 cm leftover is a ~7 cm end-of-range hard scatter, so I disagree with its nu-candidate label; caveat: this implies an upward-going muon
290844	3	2	1.869	206.6	STM	STM	clean	high	207 cm cathode crosser entering the upstream wall z=1.1 (dz=165 across), single track, textbook Bragg to 208 ke/cm at rr=0 in TPC1; the dQ/dx dip to zero at rr=70-78 is the cathode join, not physics
291301	18	9	1.393	34.6	STM	nu	weak	low	THRESHOLD CALL, owner should re-check: 13 cm stub with a textbook stopping profile (214 ke/cm at rr=0 hugging the muon curve down to 55 ke/cm at rr=13) at its upper end (14 cm inside), and a lower tip at y=-196.4 = 2.9 cm from the bottom DET face, i.e. right at the edge of the ~3 cm crossing tolerance and 0.4 cm below the FV line; I call it not-entered because the drawn charge visibly stops on the FV line with clear separation from the wall, unlike evt290729/291768 whose points reach y=-198.8 - if that 2.9 cm counts as a crossing this becomes STM
291345	1	9	0.950	0.7	nu-candidate	nu	junk	high	a single 0.7 cm 6-point dot at (-179,-132,242) and nothing else drawn; no track to judge, no STM fit (no steiner_pc)
291345	12	1000004	1.338	140.0	STM	nu	unclear	med	dQ/dx sits entirely ABOVE the muon curve along all 25 cm (110 ke/cm at rr=24 = 2 MIP, rising to 290 ke/cm at rr=0), which is proton-like and cannot be a particle entering from outside through the upstream wall z=1.1 that it touches; dx is likely mis-measured (near-horizontal, dy=4.5 over 25 cm) and the cluster length is quoted 140 cm vs 25 cm drawn; disagree with the STM tag
291499	12	1000003	1.624	39.8	nu-candidate	nu	cosmic-like	high	enters the top wall y=199.7 travelling across (dy=21 over 40 cm) but the dQ/dx is flat 40-60 ke/cm right down to rr=1 (the lone 178 ke/cm point is a single outlier) - no Bragg, so the lower end at (13,180,71) is a truncation, not a stop; mid-track charge blob at x=30
291724	14	14	0.902	1.7	nu-candidate	nu	junk	high	17 drawn points in a 1.7 cm blob at (-197,105,356) just inside the anode; no track, no STM fit (no steiner_pc), and the bundle is light-mismatch flagged
291768	18	1000012	1.604	14.8	STM	STM	unclear	low	15 cm near-vertical stub whose lower tip reaches the bottom wall y=-198.8 and whose upper end shows a smooth muon-curve Bragg 65->162 ke/cm, so entry+stop are formally satisfied; but dx=1.6 cm and dz=3.5 cm make this an isochronous single-collection-wire geometry drawn as a 4 cm-wide slab of 379 points, so dx and hence dQ/dx are ill-defined and the implied direction is upward-going - owner should look
292005	18	1000001	1.103	210.0	nu-candidate	nu	cosmic-like	high	flat 45-65 ke/cm down to rr=1 (the rr=0 points are 17 and 60 ke/cm) - no Bragg; 210 cm track crossing the downstream wall z=500.2 with the far end at (128,110,338) truncated mid-detector, plus a short vertical spur there and two horizontal fragments
292027	12	1000000	0.737	293.6	nu-candidate	nu	clean	high	three prongs meet at (114,172,115): a ~20 cm steep prong to (104,189,105), a ~55 cm prong to x=58, and a ~290 cm prong exiting the anode x=201; dQ/dx is flat or below the MIP line everywhere with no Bragg (rr 0-70 scatters 12-100 ke/cm), so nothing stopped - could also be two cosmics merged at a crossing
292406	6	3	1.417	161.3	nu-candidate	nu	cosmic-like	high	flat 35-60 ke/cm down to rr=0 (single 80 ke/cm point at the very end) - no Bragg; straight 46 cm segment touching the anode x=-201.2 at one end and simply stopping at (-164,4,139) at the other = truncation
292450	8	6	1.736	159.6	STM	STM	clean	med	enters the upstream wall z=0.8 (dz=155 across), Bragg rises off the MIP line along the muon curve to 165-185 ke/cm at rr=0 at the interior end (-157,71,156) where the trajectory hooks; caveat: a wide striped ghost-point fan sits around z=45-70 at x=-141 (2-view ambiguity), which is why the mid-track dQ/dx scatters 40-120 ke/cm
292577	12	2	1.038	87.3	nu-candidate	nu	cosmic-like	med	flat 40-55 ke/cm (at or below the MIP line) from rr=60 down to rr=5, then only a localized 4 cm bump to 133 ke/cm that falls back to 68-88 ke/cm at rr=0 - not a monotone muon Bragg; 87 cm straight track crossing the downstream wall z=500.9, interior end at (-110,75,440) is a truncation
292687	11	1	1.910	129.7	nu-candidate	nu	clean	high	2-prong vertex at (-162,80,190): a 24 cm stub whose dQ/dx runs 105-185 ke/cm, ~2x ABOVE the muon curve at the same residual range = proton-like, plus a 100 cm MIP prong reaching the anode x=-201; not a stopping muon
292797	27	1000008	0.694	304.0	STM	STM	clean	high	304 cm cathode crosser entering the upstream wall z=-0.5 at (86,10,0), single object, textbook Bragg tracking the muon curve from 50 to 170 ke/cm at rr=0 at the TPC0 end (-26,171,186)
314309	4	1000010	0.702	0.7	nu-candidate	nu	junk	high	6 drawn points in a 0.7 cm dot at (168,4.5,8.7) with only grey un-merged charge nearby; no track to judge, no STM fit (no steiner_pc)
314881	5	1000006	1.756	1.4	nu-candidate	nu	junk	high	16 drawn points in a 1.4 cm dot at (149,1.7,492); the only other charge in view is an unrelated grey vertical track at z=486; no STM fit (no steiner_pc)
315167	8	1000000	1.194	179.9	nu-candidate	nu	clean	med	V vertex at (139,164,225): a 52 cm arm reaching the top wall y=200 and a 143 cm arm running +z (beam direction) to (120,185,365); dQ/dx sits 1.5-2x ABOVE the muon curve over the whole fitted length and the 250 ke/cm spike is at the top-wall end, not at an interior stop, so nothing stopped inside; large merge-fragment clumps around the vertex
