arm	evt	cid	run	subrun	stm	tgm	fc	label	length	ex	ey	ez	sx	sy	sz	chord	cos_y	rejected
work-mcp2k-d94probe	317693	8	18255	1	1	0	0	STM	62.3	-161.4	111.4	0.9	-144.0	131.8	55.5	60.9	0.336	0
work-mcp2k-d94probe	317911	25	18255	1	0	0	0	nu-candidate	65.6	171.3	135.9	0.1	134.2	179.7	23.7	62.1	0.706	0
work-mcp2k-d94probe	319275	15	18255	1	1	0	0	STM	338.2	39.5	121.6	0.8	45.3	147.0	330.1	330.3	0.077	0
work-mcp2k-d94probe	319275	17	?	?	?	?	?	?	0.0	122.1	199.7	93.0	44.4	80.5	150.4	153.4	-0.777	0
work-mcp2k-d94probe	320023	27	18255	1	1	0	0	STM	22.1	131.4	199.7	417.2	115.5	191.8	422.8	18.7	-0.422	0
work-mcp2k-d94probe	321235	17	?	?	?	?	?	?	0.0	66.4	35.0	0.1	81.2	37.3	4.3	15.6	0.142	0
work-mcp2k-d94probe	321367	3	18255	1	0	0	0	nu-candidate	102.2	35.5	72.3	498.4	15.3	69.0	457.1	46.1	-0.072	0
work-mcp2k-d94probe	322113	5	18255	1	1	0	0	STM	92.0	-151.3	-198.5	94.8	-135.2	-178.0	179.5	88.6	0.231	0
work-mcp2k-d94probe	322487	14	18255	1	1	0	0	STM	88.8	53.1	-198.7	157.5	60.2	-198.8	179.3	23.0	-0.004	0
work-mcp2k-d94probe	322509	17	18255	1	1	0	0	STM	343.9	53.3	-116.6	1.0	-70.3	-106.7	320.3	342.6	0.029	0
work-mcp2k-d94probe	323171	22	18255	1	0	0	0	nu-candidate	196.7	-201.0	-1.6	198.0	-156.7	-55.3	54.3	159.7	-0.336	0
work-mcp2k-d94probe	323301	13	18255	1	1	0	0	STM	401.8	-117.9	199.4	146.4	-82.2	-191.7	229.1	401.3	-0.975	0
work-mcp2k-d94probe	323369	13	18255	1	0	0	0	nu-candidate	236.6	-25.1	196.7	215.6	30.0	-17.7	134.6	235.7	-0.909	0
work-mcp2k-d94probe	347142	15	18255	1	1	0	0	STM	90.4	-201.0	73.4	408.4	-130.6	89.8	396.0	73.3	0.223	0
work-mcp2k-d94probe	348088	8	18255	1	0	0	0	nu-candidate	309.3	18.7	-126.4	499.7	-41.4	-141.9	209.6	296.7	-0.052	0
work-mcp2k-d94probe	349034	4	18255	1	1	0	0	STM	130.8	-201.0	161.5	128.7	-196.3	128.7	216.9	94.2	-0.349	0
work-mcp2k-d94probe	349122	9	18255	1	1	0	0	STM	130.8	-114.3	199.6	267.7	-94.9	107.4	351.1	125.8	-0.733	0
work-mcp2k-d94probe	349276	21	18255	1	0	0	0	nu-candidate	419.6	-201.1	184.8	413.1	-92.5	192.4	13.7	414.0	0.019	0
work-mcp2k-d94probe	350420	15	18255	1	1	0	0	STM	453.9	18.4	53.8	1.7	37.5	1.1	451.5	453.3	-0.116	0
work-mcp2k-d94probe	350816	17	18255	1	1	0	0	STM	93.1	-199.5	77.1	33.6	-134.2	109.7	87.8	90.9	0.359	0
work-mcp2k-d94probe	350882	5	18255	1	1	0	0	STM	84.4	-43.2	199.2	467.4	-50.7	180.9	462.9	20.4	-0.902	0
work-mcp2k-d94probe	351740	16	18255	1	1	0	0	STM	29.3	-199.0	-94.1	292.2	-193.6	-82.0	300.5	15.6	0.774	0
work-mcp2k-d94probe	352136	14	18255	1	1	0	0	STM	445.7	5.7	-40.4	2.9	19.3	-98.7	436.3	437.6	-0.133	0
work-mcp2k-d94probe	352796	10	18255	1	0	0	0	nu-candidate	179.8	13.2	199.0	187.9	98.1	70.9	120.8	167.6	-0.764	0
work-mcp2k-d94probe	352862	15	18255	1	1	0	0	STM	149.3	-201.4	-34.1	76.7	-153.4	-9.7	185.4	121.2	0.202	0
work-mcp2k-d94probe	353214	7	18255	1	1	0	0	STM	53.9	-90.3	31.0	1.0	-79.9	23.3	52.4	53.0	-0.146	0
work-mcp2k-d94probe	354578	2	18255	1	1	0	0	STM	91.3	-5.7	-93.9	3.8	-15.4	-105.8	52.7	51.3	-0.233	0
work-mcp2k-d94probe	355106	7	18255	1	0	0	0	nu-candidate	353.8	21.9	199.2	148.9	151.9	-109.9	257.0	352.3	-0.877	0
work-mcp2k-d94probe	388587	6	18255	1	1	0	0	STM	113.6	7.5	-112.4	1.3	32.9	-35.8	34.7	87.3	0.877	0
work-mcp2k-d94probe	390282	7	18255	1	1	0	0	STM	165.9	-119.0	111.4	0.8	-58.4	124.7	63.4	88.2	0.15	0
work-mcp2k-d94probe	390875	2	18255	1	1	0	0	STM	95.1	-139.5	-198.1	212.8	-92.4	-166.4	245.3	65.4	0.484	0
work-mcp2k-d94probe	391448	22	18255	1	1	0	0	STM	181.9	-66.9	14.8	1.1	-74.1	23.1	160.7	160.0	0.052	0
work-mcp2k-d94probe	391701	14	18255	1	1	0	0	STM	76.8	-165.6	-26.9	1.0	-166.3	-41.6	23.2	26.6	-0.552	0
work-mcp2k-d94probe	391877	23	18255	1	1	0	0	STM	30.6	-197.8	132.6	304.7	-173.8	141.1	309.9	26.0	0.328	0
work-mcp2k-d94probe	392407	5	18255	1	1	0	0	STM	56.3	-43.3	15.6	1.3	-55.7	-4.1	27.4	35.0	-0.564	0
work-mcp2k-d94probe	392723	6	18255	1	1	0	0	STM	285.8	-201.0	78.2	131.6	-79.6	-29.3	364.7	284.0	-0.379	0
work-mcp2k-d94probe	392746	3	18255	1	1	0	0	STM	82.3	-138.6	-198.8	156.5	-143.6	-179.3	145.1	23.1	0.842	0
work-mcp2k-d94probe	392901	15	18255	1	0	0	0	nu-candidate	384.5	-13.1	199.6	370.7	33.7	-42.2	163.4	321.9	-0.751	0
work-mcp2k-d94probe	393098	13	18255	1	1	0	0	STM	66.1	80.3	-198.1	0.2	85.7	-175.6	56.3	60.7	0.371	0
work-mcp2k-d94probe	393538	8	18255	1	0	0	0	nu-candidate	306.2	-201.4	39.6	495.6	-168.4	-72.9	229.3	290.9	-0.386	0
work-mcp2k-d94probe	393835	12	18255	1	0	0	0	nu-candidate	208.8	-42.3	-90.2	497.8	-18.4	-51.0	294.6	208.4	0.188	0
work-mcp2k-d94probe	394154	9	18255	1	1	0	0	STM	93.7	159.6	108.7	0.1	171.1	67.5	42.7	60.4	-0.683	0
work-mcp2k-d94probe	394175	15	18255	1	1	0	0	STM	152.9	54.5	-24.3	0.9	56.4	32.4	141.2	151.4	0.375	0
work-mcp2k-d94probe	394329	19	18255	1	1	0	0	STM	248.6	-31.7	-100.2	3.2	-53.0	-144.2	244.8	246.5	-0.178	0
work-mcp2k-d94probe	394375	21	?	?	?	?	?	?	0.0	142.8	197.0	278.6	131.3	139.5	266.8	59.9	-0.961	0
work-mcp2k-d94probe	394483	3	18255	1	1	0	0	STM	34.0	104.7	-198.9	382.9	119.0	-194.3	399.7	22.5	0.202	0
work-mcp2k-d94probe	394814	14	18255	1	1	0	0	STM	112.3	111.8	-44.3	0.1	60.7	29.3	65.3	110.8	0.664	0
work-mcp2k-d94probe	394925	15	18255	1	1	0	0	STM	67.7	201.4	-59.4	358.5	159.6	-32.1	374.7	52.5	0.521	0
work-mcp2k-d94probe	394957	13	18255	1	1	0	0	STM	232.8	44.1	92.6	0.6	91.4	19.4	214.3	230.8	-0.317	0
work-mcp2k-d94probe	395209	4	18255	1	0	0	0	nu-candidate	418.0	-133.8	112.2	500.7	-173.8	185.0	92.0	417.1	0.175	0
work-mcp2k-d94probe	395223	12	18255	1	1	0	0	STM	14.7	-32.8	199.5	314.3	-40.2	193.0	307.3	12.1	-0.539	0
work-mcp2k-d94probe	395465	12	18255	1	1	0	0	STM	122.3	-129.9	106.0	1.1	-79.9	37.7	85.1	119.2	-0.572	0
work-mcp2k-d94probe	395597	20	18255	1	0	0	0	nu-candidate	252.0	10.7	82.7	0.1	104.2	-74.6	172.2	251.2	-0.626	0
work-mcp2k-d94probe	395695	21	?	?	?	?	?	?	0.0	-150.8	46.1	339.9	-143.7	41.8	332.5	11.1	-0.387	0
work-mcp2k-d94probe	395707	8	18255	1	1	0	0	STM	39.3	-131.7	199.8	301.0	-136.7	191.1	287.2	17.0	-0.509	0
work-mcp2k-d94probe	395717	21	18255	1	0	0	0	nu-candidate	111.7	-87.8	199.3	86.5	-91.8	92.3	113.7	110.4	-0.968	0
work-mcp2k-d94probe	396222	16	?	?	?	?	?	?	0.0	201.1	-175.7	29.5	179.3	-186.9	47.8	30.6	-0.366	0
work-mcp2k-d94probe	396323	18	?	?	?	?	?	?	0.0	-14.6	27.5	499.6	-16.6	2.3	488.6	27.6	-0.913	0
work-mcp2k-d94probe	396596	11	18255	1	1	0	0	STM	375.7	-201.3	197.8	211.5	-151.9	-173.3	200.7	374.5	-0.991	0
work-mcp2k-d94probe	396705	4	18255	1	1	0	0	STM	71.3	-120.1	172.3	1.2	-120.9	173.4	17.9	16.7	0.065	0
work-mcp2k-d94probe	396829	17	18255	1	0	0	0	nu-candidate	123.9	135.8	199.7	233.1	197.0	98.0	261.8	122.1	-0.833	0
work-mcp2k-d94probe	396882	12	18255	1	0	0	0	nu-candidate	57.0	22.3	-13.6	494.4	22.7	3.1	442.5	54.6	0.306	0
work-mcp2k-d94probe	397081	12	18255	1	1	0	0	STM	71.5	201.4	-108.2	435.3	184.1	-69.4	476.2	59.0	0.658	0
work-mcp2k-d94probe	397621	17	18255	1	1	0	0	STM	247.2	-144.6	-199.1	23.2	-55.7	-164.5	250.6	246.6	0.14	0
work-mcp2k-d94probe	397707	10	18255	1	1	0	0	STM	106.9	64.0	86.3	0.1	73.9	103.4	50.4	54.0	0.317	0
work-mcp2k-d94probe	397873	17	18255	1	1	0	0	STM	155.8	44.3	-92.6	1.2	-37.3	-89.8	132.7	154.8	0.019	0
work-mcp2k-d94probe	398092	8	18255	1	1	0	0	STM	129.3	126.3	75.9	0.0	163.9	100.3	77.3	89.4	0.273	0
work-mcp2k-d94probe	398115	18	?	?	?	?	?	?	0.0	-142.7	-198.9	310.8	-162.7	-178.0	344.8	44.7	0.468	0
work-mcp2k-d94probe	398191	22	18255	1	0	0	0	nu-candidate	431.5	-73.6	-140.0	500.9	-119.9	137.1	226.9	392.5	0.706	0
work-mcp2k-d94probe	398301	8	18255	1	1	0	0	STM	182.1	45.3	198.3	225.3	64.5	74.2	354.9	180.4	-0.688	0
work-mcp2k-d94probe	399073	18	18255	1	1	0	0	STM	450.8	-37.5	196.8	9.7	109.8	124.9	425.8	447.2	-0.161	0
work-mcp2k-d94probe	399139	25	18255	1	1	0	0	STM	378.2	4.9	-55.1	2.6	-89.3	-127.4	360.7	377.3	-0.192	0
work-mcp2k-d94probe	399941	7	18255	1	1	0	0	STM	119.2	-200.8	23.3	77.6	-101.5	-32.0	110.0	118.2	-0.468	0
work-mcp2k-d94probe	400073	11	18255	1	1	0	0	STM	45.5	80.0	195.9	213.7	64.4	182.2	230.3	26.5	-0.517	0
work-mcp2k-d94probe	400273	5	18255	1	1	0	0	STM	50.9	-124.4	80.3	1.1	-132.8	92.8	48.7	50.0	0.25	0
work-mcp2k-d94probe	400349	20	18255	1	1	0	0	STM	95.9	-201.4	-65.7	130.3	-177.3	-110.6	196.5	83.5	-0.537	0
work-mcp2k-d94probe	401571	4	18255	1	1	0	0	STM	77.8	201.4	-55.9	272.5	163.2	-62.9	306.3	51.6	-0.137	0
work-mcp2k-d94probe	402649	9	18255	1	1	0	0	STM	64.1	74.4	-198.6	423.7	38.3	-180.6	459.6	54.0	0.335	0
work-mcp2k-d94probe	403023	11	18255	1	0	0	0	nu-candidate	182.7	-50.5	64.5	498.6	-79.3	73.2	423.0	81.3	0.107	0
work-mcp2k-d94probe	403419	12	18255	1	1	0	0	STM	53.7	-112.1	105.9	500.8	-104.9	123.2	451.6	52.7	0.328	0
work-mcp2k-d94probe	404299	18	18255	1	1	0	0	STM	225.4	107.4	97.3	0.1	58.1	137.3	215.3	224.4	0.178	0
work-mcp2k-d94probe	404629	21	18255	1	1	0	0	STM	55.3	-175.7	-8.2	500.8	-179.0	-61.0	500.2	52.9	-0.998	0
work-mcp2k-d94probe	405025	11	18255	1	1	0	0	STM	128.8	-65.3	-19.5	2.8	-107.5	-55.5	39.6	66.6	-0.54	0
work-mcp2k-d94probe	406257	12	18255	1	1	0	0	STM	82.2	-129.3	132.7	1.0	-174.2	162.1	50.5	73.0	0.403	0
work-mcp2k-d94probe	407798	28	?	?	?	?	?	?	0.0	62.2	199.4	312.9	-18.3	75.9	319.3	147.6	-0.837	0
work-mcp2k-d94probe	409052	17	18255	1	0	0	0	nu-candidate	161.6	201.2	0.8	431.1	190.1	-112.3	321.8	157.6	-0.717	0
work-mcp2k-d94probe	409184	6	18255	1	1	0	0	STM	109.1	55.2	-170.6	0.4	84.4	-181.1	103.4	107.6	-0.098	0
work-mcp2k-d94probe	410148	11	18255	1	1	0	0	STM	125.7	-201.2	135.8	157.9	-130.7	139.5	258.6	123.1	0.03	0
work-mcp2k-d94probe	410328	16	18255	1	1	0	0	STM	127.1	-136.0	199.6	374.3	-110.9	132.8	467.8	117.7	-0.568	0
work-mcp2k-d94probe	410658	11	18255	1	1	0	0	STM	133.0	200.8	-12.6	448.0	89.2	1.9	455.1	112.7	0.128	0
work-mcp2k-d94probe	411864	17	18255	1	1	0	0	STM	16.1	-201.4	-152.7	28.4	-196.3	-157.7	41.6	14.9	-0.33	0
work-mcp2k-d94probe	411996	17	18255	1	1	0	0	STM	30.8	-35.1	-197.7	2.9	-58.0	-198.6	22.8	30.3	-0.029	0
work-mcp2k-d94probe	412088	6	18255	1	1	0	0	STM	195.6	-134.4	-199.0	261.5	-51.4	-85.1	364.2	174.4	0.653	0
work-mcp2k-d94probe	412194	19	18255	1	1	0	0	STM	103.0	-109.4	199.5	117.5	-91.4	171.1	112.7	34.0	-0.837	0
work-mcp2k-d94probe	412238	14	18255	1	1	0	0	STM	67.6	53.3	199.4	419.6	57.7	138.1	395.8	65.9	-0.93	0
work-mcp2k-d94probe	413580	11	18255	1	1	0	0	STM	118.9	98.9	-198.5	294.8	74.2	-164.9	276.1	45.7	0.735	0
work-mcp2k-d94probe	414240	17	18255	1	0	0	0	nu-candidate	344.9	70.8	170.5	500.0	3.0	96.2	211.6	305.5	-0.243	0
work-mcp2k-d94probe	414592	15	18255	1	1	0	0	STM	116.3	-201.1	117.0	301.7	-112.5	72.6	360.1	115.0	-0.386	0
work-mcp2k-d94probe	415256	15	18255	1	1	0	0	STM	122.5	85.8	199.7	198.6	-9.1	129.0	226.7	121.6	-0.582	0
work-mcp2k-d94probe	415890	10	18255	1	1	0	0	STM	123.8	46.7	199.7	383.3	7.7	105.3	344.4	109.2	-0.864	0
work-mcp2k-d94probe	415912	1	18255	1	1	0	0	STM	139.7	-141.1	-42.9	1.0	-134.9	-113.3	120.2	138.6	-0.508	0
work-mcp2k-d94probe	415956	19	18255	1	1	0	0	STM	92.8	201.2	-192.8	285.4	197.6	-198.7	226.6	59.2	-0.099	0
work-mcp2k-d94probe	417100	25	18255	1	0	0	0	nu-candidate	156.3	-149.4	-31.6	500.8	-120.5	-27.5	348.8	154.8	0.026	0
work-mcp2k-d94probe	473358	5	18255	1	1	0	0	STM	16.6	-154.9	-198.9	320.4	-159.9	-191.7	332.8	15.2	0.474	0
work-mcp2k-d94probe	473446	3	18255	1	1	0	0	STM	55.3	-91.7	91.2	1.1	-70.2	101.9	49.9	54.4	0.197	0
work-mcp2k-d94probe	477098	10	18255	1	1	0	0	STM	16.1	190.7	199.7	259.3	192.4	191.2	271.4	14.9	-0.576	0
work-mcp2k-d94probe	480068	13	18255	1	1	0	0	STM	92.4	201.0	189.9	324.2	132.6	159.5	321.1	74.9	-0.405	0
work-mcp2k-d94probe	495859	21	18255	1	1	0	0	STM	251.1	-112.6	-167.9	0.9	-84.0	-54.1	194.8	226.7	0.502	0
work-mcp2k-d94probe	502261	3	18255	1	1	0	0	STM	66.5	-139.1	95.8	1.1	-133.7	117.0	61.8	64.5	0.329	0
work-mcp2k-d94probe	502283	2	18255	1	1	0	0	STM	103.4	-172.3	-160.3	1.1	-189.6	-130.6	97.4	102.3	0.29	0
work-nuecc48-d94probe	54095	17	18259	1	0	0	0	nu-candidate	168.5	200.8	36.9	299.7	176.1	26.9	187.7	115.1	-0.087	0
work-nuecc48-d94probe	389538	11	18255	1	0	0	0	nu-candidate	221.1	-201.2	58.1	500.2	-96.9	149.9	416.2	162.3	0.565	0
