event	sample	origin	bucket	pi0	tags	gain_ratio	in_merge	in_orphan	in_unowned	in_noop	out_mem	out_other	seed_out	n_showers_touched	sel_shower	has_pio	n_cands	vertex_how	vertex_dist	mass_axis	mass_vertex	reco_pio_mass	flags	confidence	verdict	note	manifest_note	why
56972	mcp2k	nuecc	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	17024	False	0							likely	correct	[agent-bulk] nuecc, and the cleanest topology I have seen in this shard. Vertex judged from the native r95 framing (event_half_span_cm 96.8, below the 150 cm re-capture threshold): the blue star sits exactly on the shower start X at the tip of the object with NOTHING on the far side of it, on both the el+60 vertex frame and the az+085 shower frame. Caveat worth stating: this event has no second prong, so the vertex is corroborated only by the shower itself. shw 17024 (312.5 MeV, 7 seg, pdg 11, len 71.3): one apex at the X, a straight narrow stem for the first ~20 cm (segment 17024, 21.5 cm) that then opens into a multi-branch fan - the textbook electron shape, and the stem is the electron's own MIP section, not a swallowed muon. The yellow set covers the whole visible cone on both azimuths; all 7 members are inside 39.0 cm and 12.4 deg of the axis. Nothing is missing: the event holds only 13 segments in total, and every one of the 6 non-members (41016, 42017, 48021, 49022, 47020, 22015) is a 0.2-0.4 cm stub sitting 64-273 cm from the vertex at 28-143 deg - no grey charge anywhere inside or just beyond the member spread. pi0: showers[].pio_id is -1 and the reconstruction accepted NO pi0 group; there is no second EM object in the event to pair with (the 6 skipped showers are all sub-cm stubs), so this is a genuinely single-photon/single-electron event, not a mis-pairing. Clustering statement only, silent on PID. Not looked at: the 6 showers the scope rule skipped (42017, 49022, 22015, 47020, 48021, 41016), all under the 20 MeV min_kine_best and all sub-cm.		scanner set the verdict radio to 'correct' (likely)
57709	mcp2k	other_em	good (no major change)	3 pi0, vertex usable	pid | no-marks	0.000	0	0	0	0	0	0		0	20014	True	1	main_vertex	0.0	178.3	161.8	161.8		likely	correct	[agent-bulk] shw 20014 (211.6 MeV, 7 seg, pdg 11, mcp2k other_em): correct. Vertex is fine and judged from the standard sweep (event half-span 114.6 cm, below the 150 cm re-frame threshold, so no --vtx-span pass was needed): the star sits on the lower end of the 88.1 cm pdg-2212 segment 13001, which is grey/unowned throughout -- the hadron is correctly left out of every shower. 20014 is a detached photon-like object: its reco start is 14.8 cm from the vertex, the member chain runs ~39 cm from there with the axis pointing away from the star, and it holds together as one object under a 140 deg azimuth change. Nothing contiguous is missing: every non-member within 60 cm is at 51-174 deg (13001 at 12.1 cm/143.8, 89021 at 19.5/168.1, 94028 at 38.3/51.7, 96030 at 49.8/80.7, 87019 at 54.1/161.8), i.e. behind or transverse to the axis, and the acceptance plot carries no unclaimed circle at all inside 0-15 deg. The only thing I would call soft is at the other end: 92026 (0.85 cm, pdg 13) at 76.9 cm/4.7 deg and 18005 (2.1 cm, pdg 13) at 103.9 cm/7.6 deg are 1-2 cm stubs absorbed by pass4_angle from 77 and 104 cm out. Both are inside the pass-1 acceptance steps on the acc plot and together they are ~3 cm of track length against the shower's 39, so I did not mark them OUT -- a mark would overstate a negligible over-reach. The finding worth the owner's eye on this event is the pi0, not the clustering: THE RECO MADE NO PI0 GROUP (all pio_id -1) even though the event has two detached EM showers that both back-project to the neutrino vertex -- 20014 (211.6 MeV, start 14.8 cm out) and 99036 (98.5 MeV, 7 seg, 27.2 cm, start 37.4 cm out) -- visibly so in pio-az-055-el+020, where the blue and red gamma axes both point away from the magenta star. I assigned the slots by hand and stored the pairing: Epi0 310.1 MeV, asym 0.36, theta 76.3 deg giving m = 178.3 MeV on the axis convention and theta 68.2 deg giving m = 161.8 MeV on the vertex convention, and the display reports BOTH as inside the code's own accept window. Stored as a candidate, not as a settled pi0: 162-178 MeV is 20-30 pct above 135, so either this is a pi0 with the charge overestimated or it is not a pi0 at all; what I am reporting is the discrepancy between an in-window hand pairing and an empty reco pairing, and the usual caveat that the two mass conventions disagree by 16 MeV on my own pair. Second shower, not the verdict: 99036 is clean in the same way -- its member chain is contiguous over 27 cm with two small on-axis stubs (95029 at 45.7 cm/10.5 deg, 100039 at 56.0 cm/17.2 deg) added by pass4_angle. Third shower, flagged not judged: 91023 (28.4 MeV, 2 seg, 27.4 cm) is a thin straight line lying alongside and parallel to the 88 cm proton 13001 in both the az-055 and az+085 views, i.e. it reads as a track fragment rather than a shower; cluster 91 and cluster 13 may be two pieces of the same hadron. I am not recording a PID verdict on it -- it is not the verdict shower and 28 MeV is too little to settle from these frames. Clustering statement on 20014, silent on PID. Showers NOT looked at: the 9 the scope rule skipped -- 17004 (9.4 MeV), 93027 (4.6), 89021 (3.5), 19006 (1.2), 16003 (1.0), 87019 (0.9), 96030 (0.7), 94028 (0.5), 88020 (0.4) -- all below the 20 MeV threshold.		scanner set the verdict radio to 'correct' (likely) | pi0 anchored on the reco main vertex
58006	mcp2k	numucc_em	good (no major change)	-	no-marks	0.000	0	0	0	0	0	0		0	58035	False	0							likely	correct	[agent-bulk] Vertex judged from a --vtx-span 60 re-capture (event_half_span_cm was 400.0, r95 323.6 -- correction 5), shots-vtx/evt58006. The star (160.8,-19.8,143.0) sits at a clean apex: a long grey unowned track (8039, pdg 13 -- the muon, correctly left unowned) runs off it one way, shower 8040's stem and shower 8041 the other. Vertex looks right. Leading EM shower 58035 (162.2 MeV, 7 segments) is detached, closest member point 34.4 cm from the star, and its body is a compact ~25 cm three-branch fan (58035/58034/58036, all cluster 58, at 0.0/5.7/5.6 cm and 0.0/3.0/18.9 deg) -- one apex, shower-like in both azimuths (az-055 and az+085). UNDER-CLUSTERING RULED OUT: every non-member within 40 cm is at 57-174 deg from the axis (nearest in angle is 28013 at 14.6 cm / 59.0 deg, 0.8 MeV); the acceptance plot shows NO non-member circle anywhere in the 0-30 deg band out to 75 cm. Nothing to add. STUB-TRAIL PATTERN, described not verdicted: the member list is body (0-11.6 cm: 58035, 58034, 58036, plus the 2-point stub 31016 at 11.6 cm / 22.2 deg) then a ~36 cm EMPTY gap then three more pass4_angle absorptions strung along the axis -- 41026 (47.3 cm, 19.5 deg, 7 pts, 3.2 cm), 39024 (53.2 cm, 25.6 deg, 6 pts, 3.2 cm, pdg 13) and 45030 (61.1 cm, 2.4 deg, 5 pts, 2.3 cm). Contrary to the pattern as described to me, these far stubs are NOT at larger angle than the mid-range members: 2.4-25.6 deg against 18.9-22.2 deg for the body, and the farthest one (45030 at 61 cm) is the most on-axis object in the whole member list. All four absorbed by pass4_angle; 39024 at 25.6 deg is the only member above the 25 deg pass-1 dashed line. 61 cm is 4.4 X0 for a 162 MeV shower so a late tail is not impossible, but 36 cm of nothing in between is not how a shower develops, and if these three are wrong the event is mildly over-clustered. I could not settle it; the energy at stake is small (three fragments of 2-3 cm against a 25 cm body). Verdict rests on the non-members, as in pilot 2.3. OTHER SHOWERS: 8040 (kine_charge 80.4, kine_best 37.1 converted as a TRACK, reco pdg 211) has its start ON the ν vertex and is a straight stem that then absorbs 38023, 57032 (pdg 13) and 40025 (pdg 13) by pass3_cone -- the same vertex-blob-on-a-track-stem shape as pilot evt280159 shower 12119, but here the reco already calls it a pion and prices it as a track, so I am not calling it over-clustered. 8041 (15.4 MeV charge, 1 segment) also sits at the vertex. NOT looked at: the 17 showers the scope rule skipped -- all 6.4 MeV and below. No pi0: kine_div says no reco group, showers[].pio_id is -1 for all three in-scope showers, and the pio-*.png is the capture's auto pair (58035+8041), not the reconstruction's -- I do not propose a pairing, since 8041 is a 15 MeV object sitting on the vertex at 173.9 deg from 58035, not a detached second gamma. drag_check live: probe_radius_px 288, seg_u -300.16 -> -219.26, cloud_redrew true.		scanner set the verdict radio to 'correct' (likely)
58755	mcp1k	nuecc	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	30003	False	0							unclear	correct	[agent-bulk] shw 30003 (120.8 MeV, 7 seg, pdg 11, nuecc): correct -- nothing contiguous is missing. Members run from the nu vertex (seed 30003, 6.5 cm) out to 62.4 cm, all within 23.5 deg of the axis and all inside the pass-1 acceptance window. The only unclaimed in-cone object is 97019 at 22.3 cm / 5.4 deg, tier 1, sitting inside the acceptance band on the acc plot -- but it is a 1.7 MeV single-point stub (0.15 cm), 1.4 pct of the shower, so no IN mark: a mark would overstate it. Shower 99021 (16.2 MeV, 2.6 cm) is at 33.4 cm / 35.2 deg, outside the cone and off the top of the acceptance plot, correctly left to itself. Segment 30004 (22.7 cm, pdg 13, dist 0 / angle 0) is grey/unowned at the vertex -- the second prong of the nuecc vertex, correctly not absorbed. Vertex looks good: the star is where 30004 and the shower seed converge. Residual doubt, stated: the member set has a ~26 cm internal gap between 22.7 and 48.8 cm, so an over-clustered reading (vertex stem plus a detached downstream group fused by pass4_angle / pass4_proximity) is not excluded; I did not resolve it, and 62 cm is a normal extent for a 120 MeV EM shower in LAr. Showers NOT looked at: the 10 the scope rule skipped (69016 18.1 MeV, 99021 16.2 MeV, and 8 more all under 3.1 MeV) -- all below the 20 MeV threshold. Clustering statement, silent on PID.		scanner set the verdict radio to 'correct' (unclear)
59085	mcp1k	other_em	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	3007	False	0							likely	correct	[agent-bulk] shw 3007 (100.0 MeV, 4 seg, cluster 3): correct. Yellow member set covers the whole visible cone from the X out to the far end on all three vertex cameras (az-055/az+065 el+20, az-055 el+60); one apex, no kink, no second direction, and no straight MIP stem swallowed. Nothing contiguous is left grey inside the cone: the only three non-members in the event are 28009 (pdg 13, 3.0 cm, 22.3 cm away at 96.4 deg to the axis), 29010 (pdg 11, 0.06 cm, 5.4 cm at 120.0 deg) and 84011 (pdg 2212, 0.7 cm, 4.5 cm at 171.8 deg) -- all sideways or behind the shower start, i.e. there is nothing in this event to add. Vertex judged first and cleared: the blue star carries the 84011 proton stub and sits on the backward extension of 3007's axis (171.8 deg), and the shower start is 4.9 cm out along that axis, which reads as a conversion gap rather than a misplaced vertex. Uncovered point cloud at the shower front is the spreading EM front, not an unclaimed segment, so it is not counted as under-clustering. Scope: 2 of 3 showers in scope (min kine_best 20 MeV); shower 29010 skipped at 1.1 MeV and not examined. No pi0: this event has no reco pi0 group and only one EM object above 20 MeV, so there is no second gamma to pair -- the same 'no partner in the reconstruction' case as pilot evt284200. Statement is about clustering only, silent on PID.		scanner set the verdict radio to 'correct' (likely)
64409	mcp1k	nuecc	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	8022	False	0							likely	correct	[agent-bulk] nuecc. shw 8022 (801.3 MeV, 32 seg, 164.3 cm): single apex at the nu vertex, one narrow stem opening into a cone; the yellow member set covers the whole visible body on both azimuths (az-055 and az+085) and out to the far on-axis stubs. Nothing contiguous and unclaimed inside the cone: the only non-member on the acceptance plot near the pass-1 step is 36043 (2.4 MeV, 0.6 cm) at 127 cm / 12.9 deg, negligible. 8017 (pdg 2212, 13.1 cm, cluster 8, closest point on the shower start) is a separate prong on the far side of the star and is correctly left unowned; that is a PID-flavoured statement and I did not test it. shw 60090 (103.8 MeV, single 17.9 cm segment) is a detached compact EM blob at 46 cm / 85 deg from 8022's axis, fully claimed, with every other segment in the event at >=93 deg from its axis, so nothing to add. No reco pi0 group, and pairing 8022+60090 prices at 383.7 MeV (axis convention) / kine_pio 392.0 MeV, nowhere near 135 -- the absence of a pi0 group looks right, not like a pairing failure. Looked at 2 of 15 showers; the 13 skipped by the scope rule are 18.7 MeV (13039) and below, twelve of them under 4 MeV. Verdict is about clustering only.		scanner set the verdict radio to 'correct' (likely)
65053	mcp1k	numucc_em	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	139020	False	0							likely	correct	[agent-bulk] Sparse event: one 115.8 cm muon (6000, pdg 13) ending on the blue star, and one compact EM object 7.5 cm off it. shw 139020 (113.7 MeV, 4 seg, 14.0 cm) reads as correct: on shw139020-az-055-el+20 and -az+085-el+20 the yellow set covers the whole little forked blob (its own cluster 139, members 139020/139021/139013/139014, all site from_vertices) and there is nothing contiguous left grey around it. The nearest non-member is the muon itself at 7.5 cm / 152.9 deg - i.e. on the far side of the shower start, correctly excluded; every other candidate is at 61-160 deg (141019 at 15.6 cm / 61 deg, 140016 at 24.3 cm / 160 deg, 26003 at 23.5 cm / 147 deg). No non-member anywhere inside the cone, so no under-clustering. Not over-clustered either: the two wide-angle members 139013 (103 deg) and 139014 (44 deg) are both under 5.1 cm from the start and read as the opening of the conversion, one apex on both azimuths. Vertex is fine on vtx-az-055-el+20 and -el+60: the star is at the muon endpoint with the EM blob just downstream, and nothing else in the event competes for it. Scope: 1 shower of 6 examined; 5 skipped by the <20 MeV rule and not looked at. This is a fast pass on clustering, silent on PID - I did NOT test whether a 113.7 MeV blob 7.5 cm off a muon endpoint is EM at all rather than a Michel or hadronic clump. The vtx-* sweep is half-span 132 cm here so it was used for topology only.		scanner set the verdict radio to 'correct' (likely)
67394	mcp1k	nuecc	2 over-clustered	-	seed-out	0.000	0	0	0	0	1	0	19012	1	19012	False	0							likely	over-clustered	[agent-bulk] shw 19012 (215.3 MeV, 12 seg) is over-clustered: the yellow set spans two directions with a 43 cm gap between them. Its seed 19012 is a short stem sitting INSIDE the vertex fan of cluster 19 (site stem_backfill; 19005/19007/19011/19013 all read dist 0.0 / angle 0.0 against it and are unowned), and it fixes both the shower start and the axis. Every other member is the detached body 43.5-114.1 cm out, and every one of them is at 38.2-49.9 deg to that axis - i.e. the axis the stem defines does not pass through the shower body. The acceptance plot makes it an inversion: all 11 non-seed members sit OUTSIDE the dashed pass-1 box (accepted by pass4_angle), while the segments that are inside the box - 44018 at 32.6 cm / 12.3 deg, 55029 at 17.6 / 20.4, 43017 at 29.0 / 21.9, all tier 1, and 41015 (10.0 MeV) at 57.8 / 26.7 - are unowned and lie along the stem direction, i.e. they are the stem's own prong, not the body's. Marked 19012 OUT: my claim is that the stem belongs to a different vertex prong and the shower should start at 58035. Two azimuths (az -55 and az +85) and the elevation frame all show the same 45 deg separation, so it is not a projection effect. I do NOT also call this under-clustered: the in-cone unclaimed stubs are in-cone only with respect to an axis I am saying is wrong. Vertex is fine - the star sits where the left hook and the up-right prong bundle converge in all three vertex frames. No pi0: 19012 is the only shower at or above 20 MeV. Not looked at: the other 10 showers, all at or below 10.0 MeV (scope rule min_kine_best 20 MeV).		scanner set the verdict radio to 'over-clustered' (likely)
69232	mcp2k	numucc_em	2 over-clustered	-	seed-out	0.000	0	0	0	0	1	0	20021	1	20021	False	0							likely	over-clustered	[agent-bulk] mcp2k numucc_em, sparse: 12 segments, 6 showers, only 2 in scope (20021, 20019); the four skipped ones (60016, 29013, 61017, 59015) are 3.9 cm and shorter and I did not look at them. drag_check both true, probe 168.7 px off centroid, not degenerate. VERTEX: r95 264.0 cm because of a 230.8 cm muon, so the default sweep was framed at +-264 cm and unusable; I judged the vertex from a --vtx-span 60 re-capture (shots-vtx/evt69232). At +-60 cm the star sits at one END of segment 20011 (cluster 20, pdg 13, 230.8 cm, 386 points, correctly unowned) with three other prongs leaving the same point: 20022 (26.6 cm, pdg 211, unowned), 20021 (27.5 cm, the leading shower's seed) and 20019 (8.0 cm, the 22.7 MeV shower). Four prongs converging on the star, so the vertex is good and this is a clustering call. THE FINDING, and it is what the +-60 cm framing shows: the star sits at the point where a thin MIP line becomes a shower. Above the star the muon is a ~1 cm wide straight line; below it the charge cloud widens progressively into a blob at 30-45 cm. The reconstruction has drawn a 195.2 MeV EM shower over BOTH halves of that transition: its seed, segment 20021, starts at 0.0 cm from the ν vertex and runs 27.5 cm as a very straight minimum-ionising line -- chord 26.5 cm, path 27.5 cm (wiggle 1.038), maximum transverse excursion from its own chord 0.80 cm, rms 0.21 cm. For comparison the event's own 231 cm muon has wiggle 1.025 and the unowned pdg-211 prong 20022 has wiggle 1.144 with a 2.02 cm excursion, i.e. 20021's seed is straighter per unit length than the pion the reconstruction correctly refused to absorb. That is a vertex-attached MIP stem, and the brief's over-clustering rule names swallowing one explicitly. The genuinely shower-like members are the two downstream ones -- 20006 (9.4 cm, wiggle 1.157) and 20005 (10.3 cm, wiggle 1.126), running 20.8 to 37 cm from the vertex -- plus two on-axis stubs 62018 (0.5 cm at 39.7 cm / 21.5 deg) and 58014 (1.2 cm at 53.8 cm / 17.6 deg), both pass3_cone. Strip the seed and what is left is a compact EM object detached by ~21 cm, which is a perfectly ordinary photon conversion length; keep the seed and you have a 195 MeV photon that converted at 0.0 cm from the vertex, which is not a plausible conversion. MARK: 20021 OUT of its own shower 20021. That is deliberate and it is the whole finding -- it is the seed, so this is not a fringe stub being trimmed, and I would expect the owner to read it as 'the shower start is wrong', which is the same thing said the other way. THE READING I CANNOT EXCLUDE, and why this is likely rather than certain: if the whole object (seed plus 20006 plus 20005 plus the blob) is one interacting charged pion rather than a stem plus a converted photon, then the correct verdict is 'not an EM shower' and not over-clustering. I cannot separate a 2-MIP e+e- pair from a single pion by eye, and dE/dx is not on this display. NOT UNDER-CLUSTERED: the acceptance plot carries only the five member squares and NO non-member circle anywhere out to 65 cm and 27 deg, and the only unowned charge near the shower is 20022, the pion, which belongs out. PI0: no reco pi0 group (both pio_id -1) and none is possible -- the display auto-slotted 20021 + 20019, but BOTH of those start at the main vertex, so the vertex convention has no chord at all (kine_div prints theta '-' and m '-') and only the axis convention prices, at theta 142.4 deg -> 199.1 MeV. Two gammas that both sit on the vertex are not a pi0; the absence of a group here is correct.		scanner set the verdict radio to 'over-clustered' (likely)
69254	mcp2k	numucc_em	good (no major change)	-	no-marks	0.000	0	0	0	0	0	0		0	4021	False	0							likely	correct	[agent-bulk] Small clean event: ONE shower in scope, 4021 (129.7 MeV, 4 seg, pdg 11, len 11.3); the other five shower nodes are 0.3-2.9 MeV single-segment orphans below the 20 MeV cut (34017, 28011, 32015, 30013, 27010) and I did not scan them as objects. event_half_span_cm 58.9, so the r95 vertex sweep is already close in - no --vtx-span re-capture. VERTEX IS GOOD, judged from vtx-az-055-el+20 and vtx-az+065-el+20: three cluster-4 segments touch the main vertex at 0.00 cm - 4022 (pdg 13, 31.6 cm, the incoming/outgoing track), 4018 (pdg 211, 2.7 cm) and the shower seed 4021 - and both prongs 4022 and 4018 are correctly left UNOWNED while the EM fan hangs off the same point. CLUSTERING: on shw4021-az+085-el+20 the yellow member set is a clean chain straight down the orange axis - 4021 at the X, then 33016 (11.6 cm / 4.7 deg), 31014 (17.4 cm / 13.3 deg), then 29012 (59.9 cm / 10.5 deg). shw4021-acc shows four member squares and NOT ONE non-member circle in the plotted range; every non-member is beyond 23 deg. There is no grey (unowned) charge anywhere in this event - every fragment is claimed by some node - so the strong under-clustering case does not arise. THE ONE READING I WOULD LET THE OWNER REVERSE, and it is close: 34017 (4.4 cm) sits at 24.2 cm / 28.6 deg, i.e. on the same chain, between accepted members at 17.4 cm and 59.9 cm, and on shw4021-az+085-el+20 it looks like the next link, drawn in its own orange rather than grey. The 'it is owned by a neighbour' objection (correction 11) is WEAK here, because that neighbour is a 1-segment 2.9 MeV orphan node, not a competing shower. I still call 4021 correct because (i) 28.6 deg is outside the 25 deg pass-1 step while all four accepted members are within 13.4 deg, so the reconstruction's angle cut is being applied consistently, not capriciously - it also let in 29012 at 60 cm because that one is at 10.5 deg; (ii) 24 cm at 28.6 deg is 11.5 cm transverse, about 1.2 Moliere radii, i.e. marginal shower content; (iii) in the az-055 projection it does NOT sit on the axis, so the chain reading is one-projection-dependent; and (iv) it is 2.9 MeV out of 129.7. I did NOT mark it, deliberately - marking it would turn a 2% effect into a flat IN. Reconciliation check done (correction 11): 4021's nseg is 4 and exactly four segments carry owner 4021, so no segment is silently a member of two showers here. No pi0 in this event and none proposed: the only other EM objects are the sub-3 MeV orphans, so there is no second gamma to pair.		scanner set the verdict radio to 'correct' (likely)
