sample	event	cls	kind	gid	cluster	cl_class	cl_gid	npts	cl_npts	Q	Qfrac	ext	rms	dvtx	dheld	dcand	cx	cy	cz	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
mcp2k	405707	NEARBY-UNMATCHED	NEARBY	-1	18	UNMATCHED	1000004	7646.0	7646.0	54648418.5	2.0183	230.6	2.18	7.2	nan	1.0	1.8	47.5	134.6	4222.0	27076863.0	nan	nan	nan	nan	nan
mcp2k	407534	UNHELD-WIDE	UNHELD	1	-1	OWN	0	103.0	0.0	719605.8	0.0388	10.5	1.19	4.4	3.0	0.0	185.9	-73.2	103.5	1892.0	18560644.2	1.0	3.0	7.3	5.9	0.0
mcp2k	407886	UNHELD-WIDE	UNHELD	1	-1	OWN	0	638.0	0.0	4161231.7	0.1448	47.1	2.65	13.8	3.0	0.0	41.5	-21.2	50.0	3938.0	28736733.4	1.0	3.0	15.2	10.3	0.044
mcp2k	409052	UNHELD-WIDE	UNHELD	18	-1	OWN	0	637.0	0.0	7617991.7	0.2559	18.5	3.63	3.1	3.0	0.0	190.8	-105.5	336.0	3162.0	29770445.3	1.0	3.0	18.6	13.7	0.188
mcp2k	409052	UNHELD-WIDE	UNHELD	19	-1	OWN	0	117.0	0.0	2065702.1	0.0694	11.2	1.32	6.9	3.0	0.0	190.7	-96.5	325.9	3162.0	29770445.3	1.0	3.0	7.2	6.1	0.0
mcp2k	409140	UNHELD-WIDE	UNHELD	3	-1	OWN	0	208.0	0.0	1533716.1	0.1012	16.3	1.38	5.2	3.0	0.0	-76.3	-0.0	425.1	1584.0	15160773.6	0.976	3.0	8.4	6.6	0.0
mcp2k	410680	UNHELD-WIDE	UNHELD	0	-1	OWN	0	106.0	0.0	3141302.4	0.0832	7.7	0.81	8.6	3.0	0.0	-81.5	31.2	11.5	2138.0	37778711.0	1.0	3.0	5.7	5.4	0.0
mcp2k	414306	UNHELD-TRACK	UNHELD	5	-1	OWN	0	103.0	0.0	1106056.5	0.046	14.0	0.73	5.0	3.0	0.0	-127.9	-33.2	60.7	2694.0	24024617.0	1.0	3.0	5.7	5.0	0.0
mcp2k	414372	UNHELD-WIDE	UNHELD	2	-1	OWN	0	82.0	0.0	503626.0	0.0471	9.3	1.14	3.6	3.0	0.0	-116.9	197.5	291.9	952.0	10697981.5	1.0	3.0	7.6	6.5	0.0
mcp2k	473952	UNHELD-WIDE	UNHELD	0	-1	OWN	0	471.0	0.0	2329577.9	0.1091	18.3	2.56	5.4	3.0	0.0	-97.5	105.5	383.2	3605.0	21349899.9	1.0	3.0	11.7	10.1	0.0
mcp2k	473952	UNHELD-WIDE	UNHELD	1	-1	OWN	0	323.0	0.0	1735079.7	0.0813	20.8	1.13	4.0	3.0	0.0	-97.5	94.1	380.9	3605.0	21349899.9	1.0	3.0	7.2	6.1	0.0
mcp2k	474612	NEARBY-UNMATCHED	NEARBY	-1	23	UNMATCHED	1000006	50.0	50.0	430886.4	0.1145	1.7	0.67	19.5	nan	1.5	69.1	185.7	250.6	340.0	3764671.2	nan	nan	nan	nan	nan
mcp2k	480002	NEARBY-COMPANION	NEARBY	-1	20	COMPANION	4	6059.0	6059.0	35171946.8	22.2667	160.6	2.55	nan	nan	0.0	-194.4	63.3	348.5	306.0	1579576.5	nan	nan	nan	nan	nan
mcp2k	480002	UNHELD-WIDE	UNHELD	1	-1	OWN	0	207.0	0.0	991014.2	0.6274	10.6	1.67	nan	17.4	0.0	-201.7	24.0	233.4	306.0	1579576.5	0.0	17.6	36.3	34.3	1.0
mcp2k	480970	UNHELD-WIDE	UNHELD	0	-1	OWN	0	91.0	0.0	1410185.0	0.1339	6.0	0.86	4.0	3.1	0.0	-170.4	138.1	455.3	1067.0	10533513.2	1.0	3.1	5.7	5.3	0.0
mcp2k	481014	NEARBY-COMPANION	NEARBY	-1	19	COMPANION	0	1294.0	1294.0	10736611.0	4.1895	83.5	5.5	nan	nan	0.3	-152.8	21.8	26.1	199.0	2562768.3	nan	nan	nan	nan	nan
mcp2k	481014	UNHELD-WIDE	UNHELD	2	-1	OWN	0	109.0	0.0	2055655.4	0.8021	5.5	1.42	nan	58.6	0.0	-202.0	-10.8	56.9	199.0	2562768.3	0.0	59.0	67.0	65.7	1.0
mcp2k	497883	UNHELD-WIDE	UNHELD	0	-1	OWN	0	124.0	0.0	681976.0	0.0519	5.2	1.59	4.7	3.0	0.0	12.8	-126.8	444.5	2359.0	13147888.4	1.0	3.0	6.1	5.4	0.0
mcp2k	500149	UNHELD-WIDE	UNHELD	6	-1	OWN	0	525.0	0.0	3408507.0	0.1481	50.6	2.38	6.6	3.0	0.0	20.8	-62.9	437.3	3438.0	23008209.8	1.0	3.0	13.2	10.0	0.021
mcp2k	500149	UNHELD-WIDE	UNHELD	8	-1	OWN	0	115.0	0.0	749314.6	0.0326	10.2	1.24	4.9	3.0	0.0	19.5	-49.4	409.7	3438.0	23008209.8	1.0	3.0	7.2	6.7	0.0
ncpi0	18625	UNHELD-WIDE	UNHELD	0	-1	OWN	0	827.0	0.0	6009184.2	0.1041	25.3	4.3	10.4	3.0	0.0	146.8	57.2	195.2	6992.0	57702273.1	1.0	3.0	11.0	10.0	0.0
nuecc48	10550	NEARBY-UNMATCHED	NEARBY	-1	12	UNMATCHED	1000002	9382.0	9382.0	53570884.1	2.5838	218.3	10.68	5.4	nan	0.3	84.6	80.4	147.1	2999.0	20733619.6	nan	nan	nan	nan	nan
nuecc48	122660	UNHELD-WIDE	UNHELD	0	-1	OWN	0	525.0	0.0	7101175.8	0.081	9.1	2.01	13.5	3.0	0.0	-100.7	-79.5	407.0	8667.0	87685404.4	0.977	3.0	10.6	8.1	0.0
nuecc48	137238	NEARBY-COMPANION	NEARBY	-1	145	COMPANION	1	67.0	67.0	1125514.6	0.0418	5.8	1.45	23.0	nan	3.5	-123.8	9.0	402.8	3616.0	26936533.2	nan	nan	nan	nan	nan
